Vendor_ID,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_rate, Total Spend , Savings ,Defective_Rate,Comp_rate
Vendor_01,Alpha_Inc,2023,Packaging,Cancelled,1837,99.04,86.51,39,Yes,9.22," ? 1,58,918.87 "," ? 23,017.61 ",2.12,94%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,193,87.86,81.74,21,Yes,70.51," ? 15,775.82 "," ? 1,181.16 ",10.88,76%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,395,24.83,23.96,31,Yes,70.51," ? 9,464.20 ", ? 343.65 ,7.85,76%
Vendor_04,Epsilon_Group,2022,Electronics,Cancelled,673,39.58,35.83,25,Yes,8.43," ? 24,113.59 "," ? 2,523.75 ",3.71,98%
Vendor_03,Delta_Logistics,2022,Office Supplies,Cancelled,1066,33.33,28.47,162,No,9.36," ? 30,349.02 "," ? 5,180.76 ",15.20,39%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1645,85.42,80.78,73,No,72.03," ? 1,32,883.10 "," ? 7,632.80 ",4.44,14%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,930,13.67,11.95,16,Yes,75.89," ? 11,113.50 "," ? 1,599.60 ",1.72,94%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,51,63.74,56.1,0,Yes,75.89," ? 2,861.10 ", ? 389.64 ,0.00,94%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,946,81.77,71.65,55,Yes,72.03," ? 67,780.90 "," ? 9,573.52 ",5.81,86%
Vendor_04,Epsilon_Group,2023,Raw Materials,Partially Delivered,1377,94.69,84.2,33,Yes,8.43," ? 1,15,943.40 "," ? 14,444.73 ",2.40,98%
Vendor_04,Epsilon_Group,2022,Packaging,Cancelled,303,41.6,40.51,11,Yes,8.43," ? 12,274.53 ", ? 330.27 ,3.63,98%
Vendor_01,Alpha_Inc,2023,Raw Materials,Delivered,1725,93.14,79.62,24,Yes,75.89," ? 1,37,344.50 "," ? 23,322.00 ",1.39,94%
Vendor_02,Beta_Supplies,2023,Raw Materials,Cancelled,502,22.05,20.65,50,No,8.97," ? 10,366.30 ", ? 702.80 ,9.96,24%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1110,90.49,80.03,61,Yes,72.03," ? 88,833.30 "," ? 11,610.60 ",5.50,86%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1233,23.08,20.57,24,Yes,75.89," ? 25,362.81 "," ? 3,094.83 ",1.95,94%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1064,48.04,43.6,94,Yes,70.51," ? 46,390.40 "," ? 4,724.16 ",8.83,76%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,58,82.57,76.55,33,Yes,8.43," ? 4,439.90 ", ? 349.16 ,56.90,98%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,1306,23.49,20.17,116,No,70.51," ? 26,342.02 "," ? 4,335.92 ",8.88,24%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1172,32.93,29.28,155,No,70.18," ? 34,316.16 "," ? 4,277.80 ",13.23,39%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1732,82.5,71.71,24,Yes,75.89," ? 1,24,201.72 "," ? 18,688.28 ",1.39,94%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,865,81.54,71.59,39,Yes,72.03," ? 61,925.35 "," ? 8,606.75 ",4.51,86%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,257,68.72,66.92,22,Yes,70.51," ? 17,198.44 ", ? 462.60 ,8.56,76%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,1204,73.18,67.59,31,Yes,72.29," ? 81,378.36 "," ? 6,730.36 ",2.57,98%
Vendor_02,Beta_Supplies,2023,Electronics,Partially Delivered,453,64.14,60.18,51,Yes,8.33," ? 27,261.54 "," ? 1,793.88 ",11.26,76%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,201,33.81,32.54,3,Yes,72.29," ? 6,540.54 ", ? 255.27 ,1.49,98%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,103,44.61,42.88,10,Yes,70.18," ? 4,416.64 ", ? 178.19 ,9.71,61%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1193,27.4,27.09,33,Yes,72.29," ? 32,318.37 ", ? 369.83 ,2.77,98%
Vendor_05,Gamma_Co,2022,Office Supplies,Partially Delivered,1746,93.6,89.81,85,Yes,12.59," ? 1,56,808.26 "," ? 6,617.34 ",4.87,86%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1993,65.94,59.36,155,Yes,70.18," ? 1,18,304.48 "," ? 13,113.94 ",7.78,61%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,677,46.54,43.11,105,No,70.51," ? 29,185.47 "," ? 2,322.11 ",15.51,24%
Vendor_01,Alpha_Inc,2022,Office Supplies,Pending,636,53.64,49.23,18,Yes,7.80," ? 31,310.28 "," ? 2,804.76 ",2.83,94%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1698,100.97,98.73,52,Yes,72.29," ? 1,67,643.54 "," ? 3,803.52 ",3.06,98%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1493,24.87,22.89,56,Yes,72.03," ? 34,174.77 "," ? 2,956.14 ",3.75,86%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1495,64.33,58.18,26,Yes,75.89," ? 86,979.10 "," ? 9,194.25 ",1.74,94%
Vendor_01,Alpha_Inc,2023,Packaging,Cancelled,153,59.42,52,3,Yes,9.22," ? 7,956.00 "," ? 1,135.26 ",1.96,94%
Vendor_03,Delta_Logistics,2023,Raw Materials,Cancelled,1925,70.88,63.41,292,Yes,9.36," ? 1,22,064.25 "," ? 14,379.75 ",15.17,61%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,303,12.97,11.42,105,No,70.51," ? 3,460.26 ", ? 469.65 ,34.65,24%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1300,92.92,90.63,24,Yes,75.89," ? 1,17,819.00 "," ? 2,977.00 ",1.85,94%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1185,103.28,99.05,55,Yes,72.03," ? 1,17,374.25 "," ? 5,012.55 ",4.64,86%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,559,67.56,57.98,15,Yes,72.29," ? 32,410.82 "," ? 5,355.22 ",2.68,98%
Vendor_04,Epsilon_Group,2023,Electronics,Pending,1546,78.88,78,38,Yes,10.84," ? 1,20,588.00 "," ? 1,360.48 ",2.46,98%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,148,93.02,85.96,4,Yes,72.29," ? 12,722.08 "," ? 1,044.88 ",2.70,98%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,202,81.75,78.26,37,No,70.18," ? 15,808.52 ", ? 704.98 ,18.32,39%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1934,25.86,25.6,78,Yes,72.03," ? 49,510.40 ", ? 502.84 ,4.03,86%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,963,64.96,64.07,20,Yes,75.89," ? 61,699.41 ", ? 857.07 ,2.08,94%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1969,71.71,61.96,55,Yes,72.03," ? 1,21,999.24 "," ? 19,197.75 ",2.79,86%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,927,48.89,46.05,138,Yes,70.18," ? 42,688.35 "," ? 2,632.68 ",14.89,61%
Vendor_03,Delta_Logistics,2022,Raw Materials,Cancelled,387,77.81,69.04,67,Yes,9.36," ? 26,718.48 "," ? 3,393.99 ",17.31,61%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,1779,97.86,94.36,176,Yes,70.51," ? 1,67,866.44 "," ? 6,226.50 ",9.89,76%
Vendor_05,Gamma_Co,2022,MRO,Pending,871,94.7,92.66,46,Yes,11.19," ? 80,706.86 "," ? 1,776.84 ",5.28,86%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1236,51.33,44.03,25,Yes,72.29," ? 54,421.08 "," ? 9,022.80 ",2.02,98%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1793,22.01,21.78,285,Yes,70.18," ? 39,051.54 ", ? 412.39 ,15.90,61%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1006,101.1,89.04,139,Yes,70.18," ? 89,574.24 "," ? 12,132.36 ",13.82,61%
Vendor_02,Beta_Supplies,2022,Electronics,Cancelled,1754,89.35,86.54,161,No,8.97," ? 1,51,791.16 "," ? 4,928.74 ",9.18,24%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,210,22.17,21.32,10,Yes,72.29," ? 4,477.20 ", ? 178.50 ,4.76,98%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1653,102.16,91.91,217,Yes,70.18," ? 1,51,927.23 "," ? 16,943.25 ",13.13,61%
Vendor_01,Alpha_Inc,2022,MRO,Partially Delivered,850,91.38,88.41,24,Yes,7.09," ? 75,148.50 "," ? 2,524.50 ",2.82,94%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,447,59.81,57.92,13,Yes,72.29," ? 25,890.24 ", ? 844.83 ,2.91,98%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1350,65.11,56.95,71,Yes,72.03," ? 76,882.50 "," ? 11,016.00 ",5.26,86%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,865,51.19,47.76,83,Yes,70.51," ? 41,312.40 "," ? 2,966.95 ",9.60,76%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1989,16.5,15.89,57,Yes,75.89," ? 31,605.21 "," ? 1,213.29 ",2.87,94%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1577,41.77,39.58,32,Yes,75.89," ? 62,417.66 "," ? 3,453.63 ",2.03,94%
Vendor_05,Gamma_Co,2023,Packaging,Pending,1969,89.25,87.28,108,No,11.19," ? 1,71,854.32 "," ? 3,878.93 ",5.49,14%
Vendor_02,Beta_Supplies,2023,Packaging,Partially Delivered,1465,11.25,9.61,151,Yes,8.33," ? 14,078.65 "," ? 2,402.60 ",10.31,76%
Vendor_03,Delta_Logistics,2022,Packaging,Pending,1208,41.62,39.46,155,Yes,9.94," ? 47,667.68 "," ? 2,609.28 ",12.83,61%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1268,46.06,45.26,123,Yes,70.51," ? 57,389.68 "," ? 1,014.40 ",9.70,76%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,450,59.24,55.03,68,No,70.18," ? 24,763.50 "," ? 1,894.50 ",15.11,39%
Vendor_05,Gamma_Co,2023,Electronics,Partially Delivered,689,102.53,95.23,38,Yes,12.59," ? 65,613.47 "," ? 5,029.70 ",5.52,86%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1106,44.05,38.6,51,Yes,72.03," ? 42,691.60 "," ? 6,027.70 ",4.61,86%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,737,43.08,42.58,21,Yes,75.89," ? 31,381.46 ", ? 368.50 ,2.85,94%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,509,76.76,74.72,7,No,75.89," ? 38,032.48 "," ? 1,038.36 ",1.38,6%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1004,50.7,46.59,27,Yes,75.89," ? 46,776.36 "," ? 4,126.44 ",2.69,94%
Vendor_05,Gamma_Co,2022,MRO,Pending,1956,31.88,28.48,86,Yes,11.19," ? 55,706.88 "," ? 6,650.40 ",4.40,86%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,519,51.73,47.52,81,No,70.18," ? 24,662.88 "," ? 2,184.99 ",15.61,39%
Vendor_05,Gamma_Co,2023,MRO,Partially Delivered,1448,25.06,21.62,84,Yes,12.59," ? 31,305.76 "," ? 4,981.12 ",5.80,86%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1095,26.91,23.75,53,Yes,72.03," ? 26,006.25 "," ? 3,460.20 ",4.84,86%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,799,56.22,49.51,18,Yes,75.89," ? 39,558.49 "," ? 5,361.29 ",2.25,94%
Vendor_02,Beta_Supplies,2023,MRO,Partially Delivered,1743,51.04,47.15,160,Yes,8.33," ? 82,182.45 "," ? 6,780.27 ",9.18,76%
Vendor_01,Alpha_Inc,2023,Raw Materials,Delivered,87,100.65,85.56,1,Yes,75.89," ? 7,443.72 "," ? 1,312.83 ",1.15,94%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,279,47.52,46.5,28,No,70.51," ? 12,973.50 ", ? 284.58 ,10.04,24%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1438,66.61,58.5,237,Yes,70.18," ? 84,123.00 "," ? 11,662.18 ",16.48,61%
Vendor_03,Delta_Logistics,2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,Yes,10.53," ? 38,751.84 "," ? 5,881.32 ",16.18,61%
Vendor_04,Epsilon_Group,2022,Packaging,Pending,487,11.18,10.63,15,Yes,10.84," ? 5,176.81 ", ? 267.85 ,3.08,98%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,1849,70.76,69.25,51,Yes,8.43," ? 1,28,043.25 "," ? 2,791.99 ",2.76,98%
Vendor_04,Epsilon_Group,2022,MRO,Partially Delivered,1356,26.28,25.44,47,Yes,8.43," ? 34,496.64 "," ? 1,139.04 ",3.47,98%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,76,107.59,96.33,10,Yes,70.18," ? 7,321.08 ", ? 855.76 ,13.16,61%
Vendor_01,Alpha_Inc,2022,Packaging,Partially Delivered,275,23.96,20.44,24,Yes,7.09," ? 5,621.00 ", ? 968.00 ,8.73,94%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1350,51.57,48.07,24,Yes,75.89," ? 64,894.50 "," ? 4,725.00 ",1.78,94%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,847,17.77,17.39,24,Yes,75.89," ? 14,729.33 ", ? 321.86 ,2.83,94%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1682,105.7,101.3,94,Yes,72.03," ? 1,70,386.60 "," ? 7,400.80 ",5.59,86%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,333,60.44,58.54,8,Yes,72.29," ? 19,493.82 ", ? 632.70 ,2.40,98%
Vendor_01,Alpha_Inc,2023,Electronics,Cancelled,928,69.31,67.26,20,Yes,9.22," ? 62,417.28 "," ? 1,902.40 ",2.16,94%
Vendor_04,Epsilon_Group,2022,MRO,Partially Delivered,1009,16.44,16.18,33,Yes,8.43," ? 16,325.62 ", ? 262.34 ,3.27,98%
Vendor_04,Epsilon_Group,2023,Electronics,Pending,1554,82.92,74.82,44,Yes,10.84," ? 1,16,270.28 "," ? 12,587.40 ",2.83,98%
Vendor_05,Gamma_Co,2022,Packaging,Partially Delivered,502,29.47,28.94,27,Yes,12.59," ? 14,527.88 ", ? 266.06 ,5.38,86%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1069,91.28,82.64,155,Yes,70.18," ? 88,342.16 "," ? 9,236.16 ",14.50,61%
Vendor_01,Alpha_Inc,2022,MRO,Pending,1902,29.89,25.83,41,Yes,7.80," ? 49,128.66 "," ? 7,722.12 ",2.16,94%
Vendor_05,Gamma_Co,2023,Raw Materials,Pending,865,28.79,25.69,47,Yes,11.19," ? 22,221.85 "," ? 2,681.50 ",5.43,86%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,708,13.36,11.61,155,No,10.53," ? 8,219.88 "," ? 1,239.00 ",21.89,39%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1589,55.64,48.52,155,Yes,70.18," ? 77,098.28 "," ? 11,313.68 ",9.75,61%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,596,62.96,61.88,9,Yes,75.89," ? 36,880.48 ", ? 643.68 ,1.51,94%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1265,17.66,16.97,34,Yes,72.29," ? 21,467.05 ", ? 872.85 ,2.69,98%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1122,82.99,81.7,118,No,70.51," ? 91,667.40 "," ? 1,447.38 ",10.52,24%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1585,56.38,53.05,33,Yes,72.29," ? 84,084.25 "," ? 5,278.05 ",2.08,98%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,66,58.05,50.76,33,Yes,72.29," ? 3,350.16 ", ? 481.14 ,50.00,98%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,1245,52.4,51.65,118,No,70.51," ? 64,304.25 ", ? 933.75 ,9.48,24%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1293,50.21,47.55,155,No,70.18," ? 61,482.15 "," ? 3,439.38 ",11.99,39%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,207,64.29,63.01,25,Yes,70.51," ? 13,043.07 ", ? 264.96 ,12.08,76%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,526,26.37,25.32,47,Yes,70.51," ? 13,318.32 ", ? 552.30 ,8.94,76%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1119,27.03,23.82,55,Yes,72.03," ? 26,654.58 "," ? 3,591.99 ",4.92,86%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1446,90.63,84.51,77,Yes,72.03," ? 1,22,201.46 "," ? 8,849.52 ",5.33,86%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,567,97.53,85.29,21,Yes,72.03," ? 48,359.43 "," ? 6,940.08 ",3.70,86%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,148,44.91,40.1,155,No,70.18," ? 5,934.80 ", ? 711.88 ,104.73,39%
Vendor_02,Beta_Supplies,2023,MRO,Pending,1965,36.6,34.64,195,Yes,12.18," ? 68,067.60 "," ? 3,851.40 ",9.92,76%
Vendor_01,Alpha_Inc,2022,Office Supplies,Pending,1818,67.96,58.98,24,Yes,7.80," ? 1,07,225.64 "," ? 16,325.64 ",1.32,94%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,1110,48.19,45.88,112,Yes,70.51," ? 50,926.80 "," ? 2,564.10 ",10.09,76%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,329,12.96,12.74,48,Yes,70.18," ? 4,191.46 ", ? 72.38 ,14.59,61%
Vendor_05,Gamma_Co,2023,Office Supplies,Cancelled,1422,25.62,25.18,65,Yes,4.20," ? 35,805.96 ", ? 625.68 ,4.57,86%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,546,82.63,74.77,76,No,70.18," ? 40,824.42 "," ? 4,291.56 ",13.92,39%
Vendor_05,Gamma_Co,2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,Yes,12.59," ? 25,026.30 ", ? 273.78 ,5.70,86%
Vendor_03,Delta_Logistics,2022,Raw Materials,Partially Delivered,230,13,12.81,155,No,10.53," ? 2,946.30 ", ? 43.70 ,67.39,39%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,656,30.73,26.26,17,Yes,75.89," ? 17,226.56 "," ? 2,932.32 ",2.59,94%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1172,34.34,32.09,69,Yes,72.03," ? 37,609.48 "," ? 2,637.00 ",5.89,86%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,749,71.53,70.02,41,Yes,72.03," ? 52,444.98 "," ? 1,130.99 ",5.47,86%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1042,12.48,12.3,88,Yes,70.51," ? 12,816.60 ", ? 187.56 ,8.45,76%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1189,19.47,17.15,155,No,70.18," ? 20,391.35 "," ? 2,758.48 ",13.04,39%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,240,88.14,81.9,4,Yes,72.29," ? 19,656.00 "," ? 1,497.60 ",1.67,98%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,302,26.98,26.47,9,Yes,72.29," ? 7,993.94 ", ? 154.02 ,2.98,98%
Vendor_02,Beta_Supplies,2022,MRO,Pending,1030,70.81,61.58,105,No,12.18," ? 63,427.40 "," ? 9,506.90 ",10.19,24%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,977,33.79,32.25,137,Yes,70.18," ? 31,508.25 "," ? 1,504.58 ",14.02,61%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1234,19.99,17.66,25,Yes,75.89," ? 21,792.44 "," ? 2,875.22 ",2.03,94%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1329,33.48,33.06,146,Yes,70.51," ? 43,936.74 ", ? 558.18 ,10.99,76%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,1396,77.63,67.81,58,Yes,72.03," ? 94,662.76 "," ? 13,708.72 ",4.15,86%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,177,90.06,87.71,7,Yes,75.89," ? 15,524.67 ", ? 415.95 ,3.95,94%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,67,84.72,73.06,9,Yes,70.18," ? 4,895.02 ", ? 781.22 ,13.43,61%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1866,50.78,48.2,96,Yes,72.03," ? 89,941.20 "," ? 4,814.28 ",5.14,86%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1808,72.23,67.86,53,Yes,72.29," ? 1,22,690.88 "," ? 7,900.96 ",2.93,98%
Vendor_03,Delta_Logistics,2023,Electronics,Cancelled,615,30.3,29.52,96,Yes,9.36," ? 18,154.80 ", ? 479.70 ,15.61,61%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,619,38.38,35.02,34,Yes,11.19," ? 21,677.38 "," ? 2,079.84 ",5.49,86%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1396,94.75,84.06,210,Yes,70.18," ? 1,17,347.76 "," ? 14,923.24 ",15.04,61%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1945,11.28,9.98,94,Yes,72.03," ? 19,411.10 "," ? 2,528.50 ",4.83,86%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,735,18.49,15.89,113,No,70.18," ? 11,679.15 "," ? 1,911.00 ",15.37,39%
Vendor_04,Epsilon_Group,2022,Office Supplies,Pending,1865,30.29,26.83,56,Yes,10.84," ? 50,037.95 "," ? 6,452.90 ",3.00,98%
Vendor_02,Beta_Supplies,2023,Electronics,Cancelled,675,13.69,11.84,52,Yes,8.97," ? 7,992.00 "," ? 1,248.75 ",7.70,76%
Vendor_05,Gamma_Co,2023,MRO,Pending,1361,28.57,24.29,65,Yes,11.19," ? 33,058.69 "," ? 5,825.08 ",4.78,86%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,903,66.53,60.15,29,Yes,72.03," ? 54,315.45 "," ? 5,761.14 ",3.21,86%
Vendor_04,Epsilon_Group,2023,Packaging,Cancelled,1736,53.2,50.68,48,Yes,8.43," ? 87,980.48 "," ? 4,374.72 ",2.76,98%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1011,98.47,97.06,91,Yes,70.51," ? 98,127.66 "," ? 1,425.51 ",9.00,76%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1712,88.17,85.86,246,Yes,70.18," ? 1,46,992.32 "," ? 3,954.72 ",14.37,61%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,204,40.76,37.46,10,Yes,72.03," ? 7,641.84 ", ? 673.20 ,4.90,86%
Vendor_02,Beta_Supplies,2022,Electronics,Partially Delivered,539,33.85,30.57,34,No,8.33," ? 16,477.23 "," ? 1,767.92 ",6.31,24%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1459,45.94,42.56,212,No,70.18," ? 62,095.04 "," ? 4,931.42 ",14.53,39%
Vendor_05,Gamma_Co,2022,MRO,Delivered,834,65.02,56.19,55,Yes,72.03," ? 46,862.46 "," ? 7,364.22 ",6.59,86%
Vendor_05,Gamma_Co,2023,Packaging,Partially Delivered,1177,37.37,34.27,60,Yes,12.59," ? 40,335.79 "," ? 3,648.70 ",5.10,86%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1466,68.82,66.82,211,Yes,70.18," ? 97,958.12 "," ? 2,932.00 ",14.39,61%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1884,47.08,44.31,54,Yes,72.29," ? 83,480.04 "," ? 5,218.68 ",2.87,98%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,295,60.58,57.32,31,Yes,70.51," ? 16,909.40 ", ? 961.70 ,10.51,76%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1249,54.18,47.29,59,Yes,72.03," ? 59,065.21 "," ? 8,605.61 ",4.72,86%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1112,39.06,33.6,184,No,70.18," ? 37,363.20 "," ? 6,071.52 ",16.55,39%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1550,100.61,97.43,66,Yes,72.03," ? 1,51,016.50 "," ? 4,929.00 ",4.26,86%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1755,82.66,73.67,258,No,70.18," ? 1,29,290.85 "," ? 15,777.45 ",14.70,39%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,808,24.19,21.64,39,Yes,72.03," ? 17,485.12 "," ? 2,060.40 ",4.83,86%
Vendor_01,Alpha_Inc,2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,Yes,7.09," ? 55,970.45 ", ? 956.81 ,2.39,94%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1940,58.45,50.29,54,Yes,72.29," ? 97,562.60 "," ? 15,830.40 ",2.78,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Cancelled,1891,91.87,80.28,158,Yes,8.97," ? 1,51,809.48 "," ? 21,916.69 ",8.36,76%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,970,86.91,78.44,18,Yes,72.29," ? 76,086.80 "," ? 8,215.90 ",1.86,98%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,457,52.85,50.34,16,Yes,72.29," ? 23,005.38 "," ? 1,147.07 ",3.50,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Cancelled,574,12.38,11.47,105,No,8.97," ? 6,583.78 ", ? 522.34 ,18.29,24%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,877,35.55,34.69,24,Yes,72.29," ? 30,423.13 ", ? 754.22 ,2.74,98%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1579,59.04,50.95,29,Yes,75.89," ? 80,450.05 "," ? 12,774.11 ",1.84,94%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,952,74.72,69.73,155,Yes,70.18," ? 66,382.96 "," ? 4,750.48 ",16.28,61%
Vendor_02,Beta_Supplies,2023,Raw Materials,Pending,1898,35.53,33.25,187,Yes,12.18," ? 63,108.50 "," ? 4,327.44 ",9.85,76%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,85,22.54,20.68,6,Yes,70.18," ? 1,757.80 ", ? 158.10 ,7.06,61%
Vendor_05,Gamma_Co,2023,Packaging,Pending,734,92.38,78.92,34,No,11.19," ? 57,927.28 "," ? 9,879.64 ",4.63,14%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,69,107.47,105.53,24,Yes,75.89," ? 7,281.57 ", ? 133.86 ,34.78,94%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,370,63.9,55.79,59,Yes,70.18," ? 20,642.30 "," ? 3,000.70 ",15.95,61%
