Column1,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_Rate,Total Spend,Savings,Defective_Rate,Comp_rate,Negot_Rate
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1989,16.5,15.89,57,Yes,76%,31605.21,1213.29,3%,94%,4%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1577,41.77,39.58,32,Yes,76%,62417.66,3453.63,2%,94%,5%
Vendor_05,Gamma_Co,2023,Packaging,Pending,1969,89.25,87.28,108,No,11%,171854.32,3878.93,5%,14%,2%
Vendor_02,Beta_Supplies,2023,Packaging,Partially Delivered,1465,11.25,9.61,151,Yes,8%,14078.65,2402.6,10%,76%,15%
Vendor_03,Delta_Logistics,2022,Packaging,Pending,1208,41.62,39.46,155,Yes,10%,47667.68,2609.28,13%,61%,5%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1268,46.06,45.26,123,Yes,71%,57389.68,1014.4,10%,76%,2%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,450,59.24,55.03,68,No,70%,24763.5,1894.5,15%,39%,7%
Vendor_05,Gamma_Co,2023,Electronics,Partially Delivered,689,102.53,95.23,38,Yes,13%,65613.47,5029.7,6%,86%,7%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1106,44.05,38.6,51,Yes,72%,42691.6,6027.7,5%,86%,12%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,737,43.08,42.58,21,Yes,76%,31381.46,368.5,3%,94%,1%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,509,76.76,74.72,7,No,76%,38032.48,1038.36,1%,6%,3%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1004,50.7,46.59,27,Yes,76%,46776.36,4126.44,3%,94%,8%
Vendor_05,Gamma_Co,2022,MRO,Pending,1956,31.88,28.48,86,Yes,11%,55706.88,6650.4,4%,86%,11%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,519,51.73,47.52,81,No,70%,24662.88,2184.99,16%,39%,8%
Vendor_05,Gamma_Co,2023,MRO,Partially Delivered,1448,25.06,21.62,84,Yes,13%,31305.76,4981.12,6%,86%,14%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1095,26.91,23.75,53,Yes,72%,26006.25,3460.2,5%,86%,12%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,799,56.22,49.51,18,Yes,76%,39558.49,5361.29,2%,94%,12%
Vendor_02,Beta_Supplies,2023,MRO,Partially Delivered,1743,51.04,47.15,160,Yes,8%,82182.45,6780.27,9%,76%,8%
Vendor_01,Alpha_Inc,2023,Raw Materials,Delivered,87,100.65,85.56,1,Yes,76%,7443.72,1312.83,1%,94%,15%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,279,47.52,46.5,28,No,71%,12973.5,284.58,10%,24%,2%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1438,66.61,58.5,237,Yes,70%,84123,11662.18,16%,61%,12%
Vendor_03,Delta_Logistics,2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,Yes,11%,38751.84,5881.32,16%,61%,13%
Vendor_04,Epsilon_Group,2022,Packaging,Pending,487,11.18,10.63,15,Yes,11%,5176.81,267.85,3%,98%,5%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,1849,70.76,69.25,51,Yes,8%,128043.25,2791.99,3%,98%,2%
Vendor_04,Epsilon_Group,2022,MRO,Partially Delivered,1356,26.28,25.44,47,Yes,8%,34496.64,1139.04,3%,98%,3%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,76,107.59,96.33,10,Yes,70%,7321.08,855.76,13%,61%,10%
Vendor_01,Alpha_Inc,2022,Packaging,Partially Delivered,275,23.96,20.44,24,Yes,7%,5621,968,9%,94%,15%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1350,51.57,48.07,24,Yes,76%,64894.5,4725,2%,94%,7%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,847,17.77,17.39,24,Yes,76%,14729.33,321.86,3%,94%,2%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1682,105.7,101.3,94,Yes,72%,170386.6,7400.8,6%,86%,4%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,333,60.44,58.54,8,Yes,72%,19493.82,632.7,2%,98%,3%
Vendor_01,Alpha_Inc,2023,Electronics,Cancelled,928,69.31,67.26,20,Yes,9%,62417.28,1902.4,2%,94%,3%
Vendor_04,Epsilon_Group,2022,MRO,Partially Delivered,1009,16.44,16.18,33,Yes,8%,16325.62,262.34,3%,98%,2%
Vendor_04,Epsilon_Group,2023,Electronics,Pending,1554,82.92,74.82,44,Yes,11%,116270.28,12587.4,3%,98%,10%
Vendor_05,Gamma_Co,2022,Packaging,Partially Delivered,502,29.47,28.94,27,Yes,13%,14527.88,266.06,5%,86%,2%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1069,91.28,82.64,155,Yes,70%,88342.16,9236.16,14%,61%,9%
Vendor_01,Alpha_Inc,2022,MRO,Pending,1902,29.89,25.83,41,Yes,8%,49128.66,7722.12,2%,94%,14%
Vendor_05,Gamma_Co,2023,Raw Materials,Pending,865,28.79,25.69,47,Yes,11%,22221.85,2681.5,5%,86%,11%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,708,13.36,11.61,155,No,11%,8219.88,1239,22%,39%,13%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1589,55.64,48.52,155,Yes,70%,77098.28,11313.68,10%,61%,13%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,596,62.96,61.88,9,Yes,76%,36880.48,643.68,2%,94%,2%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1265,17.66,16.97,34,Yes,72%,21467.05,872.85,3%,98%,4%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1122,82.99,81.7,118,No,71%,91667.4,1447.38,11%,24%,2%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1585,56.38,53.05,33,Yes,72%,84084.25,5278.05,2%,98%,6%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,66,58.05,50.76,33,Yes,72%,3350.16,481.14,50%,98%,13%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,1245,52.4,51.65,118,No,71%,64304.25,933.75,9%,24%,1%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1293,50.21,47.55,155,No,70%,61482.15,3439.38,12%,39%,5%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,207,64.29,63.01,25,Yes,71%,13043.07,264.96,12%,76%,2%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,526,26.37,25.32,47,Yes,71%,13318.32,552.3,9%,76%,4%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1119,27.03,23.82,55,Yes,72%,26654.58,3591.99,5%,86%,12%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1446,90.63,84.51,77,Yes,72%,122201.46,8849.52,5%,86%,7%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,567,97.53,85.29,21,Yes,72%,48359.43,6940.08,4%,86%,13%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,148,44.91,40.1,155,No,70%,5934.8,711.88,105%,39%,11%
Vendor_02,Beta_Supplies,2023,MRO,Pending,1965,36.6,34.64,195,Yes,12%,68067.6,3851.4,10%,76%,5%
Vendor_01,Alpha_Inc,2022,Office Supplies,Pending,1818,67.96,58.98,24,Yes,8%,107225.64,16325.64,1%,94%,13%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,1110,48.19,45.88,112,Yes,71%,50926.8,2564.1,10%,76%,5%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,329,12.96,12.74,48,Yes,70%,4191.46,72.38,15%,61%,2%
Vendor_05,Gamma_Co,2023,Office Supplies,Cancelled,1422,25.62,25.18,65,Yes,4%,35805.96,625.68,5%,86%,2%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,546,82.63,74.77,76,No,70%,40824.42,4291.56,14%,39%,10%
Vendor_05,Gamma_Co,2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,Yes,13%,25026.3,273.78,6%,86%,1%
Vendor_03,Delta_Logistics,2022,Raw Materials,Partially Delivered,230,13,12.81,155,No,11%,2946.3,43.7,67%,39%,1%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,656,30.73,26.26,17,Yes,76%,17226.56,2932.32,3%,94%,15%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1172,34.34,32.09,69,Yes,72%,37609.48,2637,6%,86%,7%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,749,71.53,70.02,41,Yes,72%,52444.98,1130.99,5%,86%,2%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1042,12.48,12.3,88,Yes,71%,12816.6,187.56,8%,76%,1%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1189,19.47,17.15,155,No,70%,20391.35,2758.48,13%,39%,12%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,240,88.14,81.9,4,Yes,72%,19656,1497.6,2%,98%,7%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,302,26.98,26.47,9,Yes,72%,7993.94,154.02,3%,98%,2%
Vendor_02,Beta_Supplies,2022,MRO,Pending,1030,70.81,61.58,105,No,12%,63427.4,9506.9,10%,24%,13%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,977,33.79,32.25,137,Yes,70%,31508.25,1504.58,14%,61%,5%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1234,19.99,17.66,25,Yes,76%,21792.44,2875.22,2%,94%,12%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1329,33.48,33.06,146,Yes,71%,43936.74,558.18,11%,76%,1%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,1396,77.63,67.81,58,Yes,72%,94662.76,13708.72,4%,86%,13%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,177,90.06,87.71,7,Yes,76%,15524.67,415.95,4%,94%,3%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,67,84.72,73.06,9,Yes,70%,4895.02,781.22,13%,61%,14%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1866,50.78,48.2,96,Yes,72%,89941.2,4814.28,5%,86%,5%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1808,72.23,67.86,53,Yes,72%,122690.88,7900.96,3%,98%,6%
Vendor_03,Delta_Logistics,2023,Electronics,Cancelled,615,30.3,29.52,96,Yes,9%,18154.8,479.7,16%,61%,3%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,619,38.38,35.02,34,Yes,11%,21677.38,2079.84,5%,86%,9%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1396,94.75,84.06,210,Yes,70%,117347.76,14923.24,15%,61%,11%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1945,11.28,9.98,94,Yes,72%,19411.1,2528.5,5%,86%,12%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,735,18.49,15.89,113,No,70%,11679.15,1911,15%,39%,14%
Vendor_04,Epsilon_Group,2022,Office Supplies,Pending,1865,30.29,26.83,56,Yes,11%,50037.95,6452.9,3%,98%,11%
Vendor_02,Beta_Supplies,2023,Electronics,Cancelled,675,13.69,11.84,52,Yes,9%,7992,1248.75,8%,76%,14%
Vendor_05,Gamma_Co,2023,MRO,Pending,1361,28.57,24.29,65,Yes,11%,33058.69,5825.08,5%,86%,15%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,903,66.53,60.15,29,Yes,72%,54315.45,5761.14,3%,86%,10%
Vendor_04,Epsilon_Group,2023,Packaging,Cancelled,1736,53.2,50.68,48,Yes,8%,87980.48,4374.72,3%,98%,5%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1011,98.47,97.06,91,Yes,71%,98127.66,1425.51,9%,76%,1%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1712,88.17,85.86,246,Yes,70%,146992.32,3954.72,14%,61%,3%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,204,40.76,37.46,10,Yes,72%,7641.84,673.2,5%,86%,8%
Vendor_02,Beta_Supplies,2022,Electronics,Partially Delivered,539,33.85,30.57,34,No,8%,16477.23,1767.92,6%,24%,10%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1459,45.94,42.56,212,No,70%,62095.04,4931.42,15%,39%,7%
Vendor_05,Gamma_Co,2022,MRO,Delivered,834,65.02,56.19,55,Yes,72%,46862.46,7364.22,7%,86%,14%
Vendor_05,Gamma_Co,2023,Packaging,Partially Delivered,1177,37.37,34.27,60,Yes,13%,40335.79,3648.7,5%,86%,8%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1466,68.82,66.82,211,Yes,70%,97958.12,2932,14%,61%,3%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1884,47.08,44.31,54,Yes,72%,83480.04,5218.68,3%,98%,6%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,295,60.58,57.32,31,Yes,71%,16909.4,961.7,11%,76%,5%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1249,54.18,47.29,59,Yes,72%,59065.21,8605.61,5%,86%,13%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1112,39.06,33.6,184,No,70%,37363.2,6071.52,17%,39%,14%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1550,100.61,97.43,66,Yes,72%,151016.5,4929,4%,86%,3%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1755,82.66,73.67,258,No,70%,129290.85,15777.45,15%,39%,11%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,808,24.19,21.64,39,Yes,72%,17485.12,2060.4,5%,86%,11%
Vendor_01,Alpha_Inc,2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,Yes,7%,55970.45,956.81,2%,94%,2%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1940,58.45,50.29,54,Yes,72%,97562.6,15830.4,3%,98%,14%
Vendor_02,Beta_Supplies,2022,Office Supplies,Cancelled,1891,91.87,80.28,158,Yes,9%,151809.48,21916.69,8%,76%,13%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,970,86.91,78.44,18,Yes,72%,76086.8,8215.9,2%,98%,10%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,457,52.85,50.34,16,Yes,72%,23005.38,1147.07,4%,98%,5%
Vendor_02,Beta_Supplies,2022,Office Supplies,Cancelled,574,12.38,11.47,105,No,9%,6583.78,522.34,18%,24%,7%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,877,35.55,34.69,24,Yes,72%,30423.13,754.22,3%,98%,2%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1579,59.04,50.95,29,Yes,76%,80450.05,12774.11,2%,94%,14%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,952,74.72,69.73,155,Yes,70%,66382.96,4750.48,16%,61%,7%
Vendor_02,Beta_Supplies,2023,Raw Materials,Pending,1898,35.53,33.25,187,Yes,12%,63108.5,4327.44,10%,76%,6%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,85,22.54,20.68,6,Yes,70%,1757.8,158.1,7%,61%,8%
Vendor_05,Gamma_Co,2023,Packaging,Pending,734,92.38,78.92,34,No,11%,57927.28,9879.64,5%,14%,15%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,69,107.47,105.53,24,Yes,76%,7281.57,133.86,35%,94%,2%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,370,63.9,55.79,59,Yes,70%,20642.3,3000.7,16%,61%,13%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1849,28.25,27.53,271,Yes,70%,50902.97,1331.28,15%,61%,3%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,561,35.54,30.99,68,No,71%,17385.39,2552.55,12%,24%,13%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,449,12.35,10.67,29,Yes,72%,4790.83,754.32,6%,86%,14%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,703,98.75,86.78,59,Yes,71%,61006.34,8414.91,8%,76%,12%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1021,20.8,18.23,37,Yes,72%,18612.83,2623.97,4%,86%,12%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1956,68.69,65.09,105,Yes,71%,127316.04,7041.6,5%,76%,5%
Vendor_03,Delta_Logistics,2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,No,11%,18085.6,930.8,13%,39%,5%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1216,66.16,63,179,No,70%,76608,3842.56,15%,39%,5%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1165,72.06,63.93,24,Yes,76%,74478.45,9471.45,2%,94%,11%
Vendor_03,Delta_Logistics,2023,Packaging,Pending,1427,93.99,83.6,213,Yes,10%,119297.2,14826.53,15%,61%,11%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,883,29.15,25.75,14,Yes,72%,22737.25,3002.2,2%,98%,12%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1873,11.54,9.89,284,No,11%,18523.97,3090.45,15%,39%,14%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,776,24.22,22.53,27,Yes,72%,17483.28,1311.44,3%,98%,7%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,903,95.55,92.45,149,No,70%,83482.35,2799.3,17%,39%,3%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,100,98.4,85.76,3,Yes,72%,8576,1264,3%,98%,13%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1738,67.91,61.15,33,Yes,72%,106278.7,11748.88,2%,98%,10%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,1771,67.57,61.48,280,No,70%,108881.08,10785.39,16%,39%,9%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,624,74.39,66.3,18,No,72%,41371.2,5048.16,3%,2%,11%
Vendor_01,Alpha_Inc,2023,Packaging,Partially Delivered,1263,28.75,27.1,26,Yes,7%,34227.3,2083.95,2%,94%,6%
Vendor_05,Gamma_Co,2022,Electronics,Cancelled,1198,96.45,90.09,55,Yes,4%,107927.82,7619.28,5%,86%,7%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,199,51.98,45.64,33,No,72%,9082.36,1261.66,17%,2%,12%
Vendor_04,Epsilon_Group,2022,MRO,Pending,363,45.37,38.73,33,Yes,11%,14058.99,2410.32,9%,98%,15%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,619,58.4,51.04,24,Yes,76%,31593.76,4555.84,4%,94%,13%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1415,15.22,13.56,30,Yes,76%,19187.4,2348.9,2%,94%,11%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,354,27.71,23.87,39,No,71%,8449.98,1359.36,11%,24%,14%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1765,81.01,78.43,78,Yes,72%,138428.95,4553.7,4%,86%,3%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,731,19.37,17.3,69,No,71%,12646.3,1513.17,9%,24%,11%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,887,65.89,59.67,29,Yes,72%,52927.29,5517.14,3%,98%,9%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1856,35.29,32.41,26,Yes,76%,60152.96,5345.28,1%,94%,8%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1127,49.32,46.49,30,Yes,72%,52394.23,3189.41,3%,98%,6%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1052,37.78,32.6,162,Yes,70%,34295.2,5449.36,15%,61%,14%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,493,44.74,41.44,24,No,72%,20429.92,1626.9,5%,14%,7%
Vendor_03,Delta_Logistics,2023,MRO,Partially Delivered,662,81.44,71.33,87,Yes,11%,47220.46,6692.82,13%,61%,12%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1042,36.74,35.78,33,Yes,76%,37282.76,1000.32,3%,94%,3%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,313,64.03,57.74,1,Yes,76%,18072.62,1968.77,0%,94%,10%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1126,55.22,50.38,24,Yes,76%,56727.88,5449.84,2%,94%,9%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1645,72.17,64,79,Yes,72%,105280,13439.65,5%,86%,11%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1053,100.92,92.35,104,Yes,71%,97244.55,9024.21,10%,76%,8%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1693,83.14,73.3,62,Yes,72%,124096.9,16659.12,4%,98%,12%
Vendor_04,Epsilon_Group,2023,Raw Materials,Pending,54,32.28,28.65,3,Yes,11%,1547.1,196.02,6%,98%,11%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1176,14.22,12.21,33,Yes,72%,14358.96,2363.76,3%,98%,14%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,1269,35.28,33.7,35,Yes,72%,42765.3,2005.02,3%,98%,4%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,823,68.32,64.46,19,Yes,72%,53050.58,3176.78,2%,98%,6%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,926,15.65,13.49,94,No,71%,12491.74,2000.16,10%,24%,14%
Vendor_03,Delta_Logistics,2023,Electronics,Cancelled,1041,58.5,52.54,170,No,9%,54694.14,6204.36,16%,39%,10%
Vendor_05,Gamma_Co,2023,Electronics,Pending,933,70.72,65.47,42,Yes,11%,61083.51,4898.25,5%,86%,7%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1423,41.48,40.9,199,Yes,70%,58200.7,825.34,14%,61%,1%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,96,86.13,80.32,12,No,70%,7710.72,557.76,13%,39%,7%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,916,21.06,19.53,25,Yes,72%,17889.48,1401.48,3%,98%,7%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,872,17.18,16.63,20,Yes,72%,14501.36,479.6,2%,98%,3%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,985,83.85,80.88,105,No,71%,79666.8,2925.45,11%,24%,4%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,1893,55.14,50.1,98,Yes,72%,94839.3,9540.72,5%,86%,9%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,705,75.19,69.55,19,Yes,76%,49032.75,3976.2,3%,94%,8%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,318,53.31,51.78,155,No,70%,16466.04,486.54,49%,39%,3%
Vendor_01,Alpha_Inc,2023,Office Supplies,Pending,419,35.72,32.74,7,Yes,8%,13718.06,1248.62,2%,94%,8%
Vendor_05,Gamma_Co,2023,MRO,Delivered,685,92.51,90.05,38,Yes,72%,61684.25,1685.1,6%,86%,3%
Vendor_03,Delta_Logistics,2023,Office Supplies,Partially Delivered,1179,90.14,82.63,194,Yes,11%,97420.77,8854.29,16%,61%,8%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1743,76.51,65.88,40,Yes,76%,114828.84,18528.09,2%,94%,14%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1732,35.01,34.18,40,Yes,76%,59199.76,1437.56,2%,94%,2%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,706,65.33,62.06,60,No,71%,43814.36,2308.62,8%,24%,5%
Vendor_05,Gamma_Co,2023,MRO,Cancelled,169,47.16,43.4,55,Yes,4%,7334.6,635.44,33%,86%,8%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,880,19.15,18.69,55,No,11%,16447.2,404.8,6%,14%,2%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1860,95.8,92.17,105,No,72%,171436.2,6751.8,6%,14%,4%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1677,22.98,21.71,246,Yes,70%,36407.67,2129.79,15%,61%,6%
Vendor_02,Beta_Supplies,2022,Packaging,Partially Delivered,1131,97.43,91.28,103,Yes,8%,103237.68,6955.65,9%,76%,6%
Vendor_04,Epsilon_Group,2022,Raw Materials,Cancelled,1419,50.14,43.46,33,Yes,8%,61669.74,9478.92,2%,98%,13%
Vendor_03,Delta_Logistics,2022,Raw Materials,Pending,790,26.8,25.62,115,Yes,10%,20239.8,932.2,15%,61%,4%
Vendor_05,Gamma_Co,2022,MRO,Pending,1547,61.12,53.43,77,Yes,11%,82656.21,11896.43,5%,86%,13%
Vendor_03,Delta_Logistics,2023,Office Supplies,Cancelled,166,95.65,94.48,23,Yes,9%,15683.68,194.22,14%,61%,1%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1903,83.49,82.33,43,Yes,76%,156673.99,2207.48,2%,94%,1%
Vendor_03,Delta_Logistics,2022,Office Supplies,Partially Delivered,840,83.42,80.35,153,Yes,11%,67494,2578.8,18%,61%,4%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1200,74.49,64.63,161,Yes,70%,77556,11832,13%,61%,13%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1466,77.37,70.35,72,Yes,72%,103133.1,10291.32,5%,86%,9%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1981,95.5,94.39,49,Yes,76%,186986.59,2198.91,2%,94%,1%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1062,35.55,32.38,55,Yes,72%,34387.56,3366.54,5%,86%,9%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1714,55.67,55.09,42,Yes,76%,94424.26,994.12,2%,94%,1%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1131,33.35,31.28,23,Yes,76%,35377.68,2341.17,2%,94%,6%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,683,104.82,101.34,24,Yes,76%,69215.22,2376.84,4%,94%,3%
Vendor_05,Gamma_Co,2023,Packaging,Partially Delivered,562,102.56,90.88,38,Yes,13%,51074.56,6564.16,7%,86%,11%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1824,14.43,14.11,36,Yes,76%,25736.64,583.68,2%,94%,2%
Vendor_02,Beta_Supplies,2022,Electronics,Partially Delivered,851,76.44,74.76,91,Yes,8%,63620.76,1429.68,11%,76%,2%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1169,95.6,82.16,103,Yes,71%,96045.04,15711.36,9%,76%,14%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1711,29.14,26.35,48,Yes,72%,45084.85,4773.69,3%,98%,10%
Vendor_02,Beta_Supplies,2023,Packaging,Pending,1191,68.14,61.71,112,Yes,12%,73496.61,7658.13,9%,76%,9%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,609,92.39,82.75,29,Yes,72%,50394.75,5870.76,5%,98%,10%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1674,13.25,11.77,181,Yes,71%,19702.98,2477.52,11%,76%,11%
Vendor_05,Gamma_Co,2023,MRO,Delivered,537,77.86,71.18,20,Yes,72%,38223.66,3587.16,4%,86%,9%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1310,38.05,37,45,Yes,72%,48470,1375.5,3%,98%,3%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1958,95.53,91.72,308,Yes,70%,179587.76,7459.98,16%,61%,4%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,946,108.6,101.78,146,Yes,70%,96283.88,6451.72,15%,61%,6%
